NEW SEED: 
wat1251503153 -> 1251503153
light1251503153 -> 1536370069
temp1536370069 -> 2847138935
humid2847138935 -> 2367846710
location2367846710 -> 1824273476
location2367846710 -> 2367846710
humid2847138935 -> 2847138935
location2847138935 -> 2214556679
location2847138935 -> 2847138935
temp1536370069 -> 1536370069
humid1536370069 -> 1647523827
location1647523827 -> 3946307029
location1647523827 -> 1647523827
humid1536370069 -> 1536370069
location1536370069 -> 2793390139
location1536370069 -> 1536370069
light1251503153 -> 1251503153
temp1251503153 -> 582585664
humid582585664 -> 361220693
location361220693 -> 317954940
location361220693 -> 361220693
humid582585664 -> 582585664
location582585664 -> 701044434
location582585664 -> 582585664
temp1251503153 -> 1251503153
humid1251503153 -> 1362656911
location1362656911 -> 2619676981
location1362656911 -> 1362656911
humid1251503153 -> 1251503153
location1251503153 -> 2278717506
location1251503153 -> 1251503153
fert1285695252 -> 1285695252
wat1285695252 -> 1153618908
light1153618908 -> 1438485824
temp1438485824 -> 2749254690
humid2749254690 -> 3264681596
location3264681596 -> 2337201316
location3264681596 -> 3264681596
humid2749254690 -> 2749254690
location2749254690 -> 2116672434
location2749254690 -> 2749254690
temp1438485824 -> 1438485824
humid1438485824 -> 1549639582
location1549639582 -> 2806659652
location1549639582 -> 1549639582
humid1438485824 -> 1438485824
location1438485824 -> 2695505894
location1438485824 -> 1438485824
light1153618908 -> 1153618908
temp1153618908 -> 484701419
humid484701419 -> 263336448
location263336448 -> 682207470
humid484701419 -> 484701419
location484701419 -> 441435666
location484701419 -> 484701419
temp1153618908 -> 1153618908
humid1153618908 -> 1264772666
location1264772666 -> 2291987019
location1264772666 -> 1264772666
humid1153618908 -> 1153618908
location1153618908 -> 2410122788
location1153618908 -> 1153618908
wat1285695252 -> 1285695252
light1285695252 -> 67708592
temp67708592 -> 1317498185
humid1317498185 -> 1428651943
location1428651943 -> 2685672013
location1428651943 -> 1428651943
humid1317498185 -> 1317498185
location1317498185 -> 3167872415
location1317498185 -> 1317498185
temp67708592 -> 67708592
humid67708592 -> 884205139
location884205139 -> 889308848
location884205139 -> 884205139
humid67708592 -> 67708592
location67708592 -> 74003761
location67708592 -> 67708592
light1285695252 -> 1285695252
temp1285695252 -> 2596464118
humid2596464118 -> 3487564393
location3487564393 -> 1866054975
location3487564393 -> 3487564393
humid2596464118 -> 2596464118
location2596464118 -> 1963881862
location2596464118 -> 2596464118
temp1285695252 -> 1285695252
humid1285695252 -> 1396849010
location1396849010 -> 2653869080
location1396849010 -> 1396849010
humid1285695252 -> 1285695252
location1285695252 -> 3136069482
location1285695252 -> 1285695252
soil312116873 -> 2999930842
fert2999930842 -> 1716618385
wat1716618385 -> 2518586077
light2518586077 -> 3080923457
temp3080923457 -> 2266726229
humid2266726229 -> 3090158759
location3090158759 -> 3262700844
location3090158759 -> 3090158759
humid2266726229 -> 2266726229
location2266726229 -> 1723152995
location2266726229 -> 2266726229
temp3080923457 -> 3080923457
humid3080923457 -> 2963359264
location2963359264 -> 3431658153
location2963359264 -> 2963359264
humid3080923457 -> 3080923457
location3080923457 -> 3253465542
location3080923457 -> 3080923457
light2518586077 -> 2518586077
temp2518586077 -> 2152409879
humid2152409879 -> 2975842409
location2975842409 -> 3444141298
location2975842409 -> 2975842409
humid2152409879 -> 2152409879
location2152409879 -> 1608836645
location2152409879 -> 2152409879
temp2518586077 -> 2518586077
humid2518586077 -> 2599579281
location2599579281 -> 1966997025
location2599579281 -> 2599579281
humid2518586077 -> 2518586077
location2518586077 -> 3705831278
location2518586077 -> 2518586077
wat1716618385 -> 1716618385
light1716618385 -> 2303572588
temp2303572588 -> 629432795
humid629432795 -> 408067824
location408067824 -> 364802071
location408067824 -> 408067824
humid629432795 -> 629432795
location629432795 -> 747891565
location629432795 -> 629432795
temp2303572588 -> 2303572588
humid2303572588 -> 3127005118
location3127005118 -> 3299547203
location3127005118 -> 3127005118
humid2303572588 -> 2303572588
location2303572588 -> 1759999354
location2303572588 -> 2303572588
light1716618385 -> 1716618385
temp1716618385 -> 3027387251
humid3027387251 -> 2548095026
location2548095026 -> 1915512770
location2548095026 -> 2548095026
humid3027387251 -> 3027387251
location3027387251 -> 4200044493
location3027387251 -> 3027387251
temp1716618385 -> 1716618385
humid1716618385 -> 69944664
location69944664 -> 76239833
location69944664 -> 69944664
humid1716618385 -> 1716618385
location1716618385 -> 1173045151
location1716618385 -> 1716618385
fert2999930842 -> 2999930842
wat2999930842 -> 4089919335
light4089919335 -> 4089919335
temp4089919335 -> 4089919335
humid4089919335 -> 3526033918
location3526033918 -> 1904524500
location3526033918 -> 3526033918
humid4089919335 -> 4089919335
location4089919335 -> 2913909788
location4089919335 -> 4089919335
wat2999930842 -> 2999930842
light2999930842 -> 924534088
temp924534088 -> 3165846540
humid3165846540 -> 4127512556
location4127512556 -> 2951503009
location4127512556 -> 4127512556
humid3165846540 -> 3165846540
location3165846540 -> 3338388625
location3165846540 -> 3165846540
temp924534088 -> 924534088
humid924534088 -> 579739576
location579739576 -> 698198346
location579739576 -> 579739576
humid924534088 -> 924534088
location924534088 -> 929637797
location924534088 -> 924534088
light2999930842 -> 2999930842
temp2999930842 -> 2185733614
humid2185733614 -> 3009166144
location3009166144 -> 4181823386
location3009166144 -> 3009166144
humid2185733614 -> 2185733614
location2185733614 -> 1642160380
location2185733614 -> 2185733614
temp2999930842 -> 2999930842
humid2999930842 -> 2520638617
location2520638617 -> 3707883818
location2520638617 -> 2520638617
humid2999930842 -> 2999930842
location2999930842 -> 4172588084
location2999930842 -> 2999930842
soil312116873 -> 1840452007
fert1840452007 -> 407730293
wat407730293 -> 1462105767
light1462105767 -> 244119107
temp244119107 -> 1493908700
humid1493908700 -> 1605062458
location1605062458 -> 3903845660
location1605062458 -> 1605062458
humid1493908700 -> 1493908700
location1493908700 -> 2750928770
location1493908700 -> 1493908700
temp244119107 -> 244119107
humid244119107 -> 1851006595
location1851006595 -> 1307433361
location1851006595 -> 1851006595
humid244119107 -> 244119107
location244119107 -> 662990129
light1462105767 -> 1462105767
temp1462105767 -> 2772874633
humid2772874633 -> 3288301539
location3288301539 -> 2360821259
location3288301539 -> 3288301539
humid2772874633 -> 2772874633
location2772874633 -> 2140292377
location2772874633 -> 2772874633
temp1462105767 -> 1462105767
humid1462105767 -> 1573259525
location1573259525 -> 2830279595
location1573259525 -> 1573259525
humid1462105767 -> 1462105767
location1462105767 -> 2719125837
location1462105767 -> 1462105767
wat407730293 -> 407730293
light407730293 -> 1079847620
temp1079847620 -> 3321160072
humid3321160072 -> 4282826088
location4282826088 -> 3106816541
location4282826088 -> 4282826088
humid3321160072 -> 3321160072
location3321160072 -> 2393679792
location3321160072 -> 3321160072
temp1079847620 -> 1079847620
humid1079847620 -> 1191001378
location1191001378 -> 2447505258
location1191001378 -> 1191001378
humid1079847620 -> 1079847620
location1079847620 -> 1084951329
location1079847620 -> 1079847620
light407730293 -> 407730293
temp407730293 -> 77478601
humid77478601 -> 893975148
location893975148 -> 899078857
location893975148 -> 893975148
humid77478601 -> 77478601
location77478601 -> 83773770
location77478601 -> 77478601
temp407730293 -> 407730293
humid407730293 -> 186749400
location186749400 -> 605620422
humid407730293 -> 407730293
location407730293 -> 364464540
location407730293 -> 407730293
fert1840452007 -> 1840452007
wat1840452007 -> 4193012958
light4193012958 -> 4158997695
temp4158997695 -> 4158997695
humid4158997695 -> 3595112278
location3595112278 -> 4004280785
location3595112278 -> 3595112278
humid4158997695 -> 4158997695
location4158997695 -> 2982988148
location4158997695 -> 4158997695
light4193012958 -> 4193012958
temp4193012958 -> 4193012958
humid4193012958 -> 3629127541
location3629127541 -> 4038296048
location3629127541 -> 3629127541
humid4193012958 -> 4193012958
location4193012958 -> 3017003411
location4193012958 -> 4193012958
wat1840452007 -> 1840452007
light1840452007 -> 3191780617
temp3191780617 -> 2377583389
humid2377583389 -> 3201015919
location3201015919 -> 3373558004
location3201015919 -> 3201015919
humid2377583389 -> 2377583389
location2377583389 -> 3840015655
location2377583389 -> 2377583389
temp3191780617 -> 3191780617
humid3191780617 -> 4153446633
location4153446633 -> 2977437086
location4153446633 -> 4153446633
humid3191780617 -> 3191780617
location3191780617 -> 3364322702
location3191780617 -> 3191780617
light1840452007 -> 1840452007
temp1840452007 -> 1080112634
humid1080112634 -> 1191266392
location1191266392 -> 2447770272
location1191266392 -> 1191266392
humid1080112634 -> 1080112634
location1080112634 -> 1085216343
location1080112634 -> 1080112634
temp1840452007 -> 1840452007
humid1840452007 -> 636209858
location636209858 -> 754668628
location636209858 -> 636209858
humid1840452007 -> 1840452007
location1840452007 -> 1296878773
location1840452007 -> 1840452007
soil312116873 -> 312116873
fert312116873 -> 2256049612
wat2256049612 -> 2639605698
light2639605698 -> 3589841995
temp3589841995 -> 3589841995
humid3589841995 -> 3418243336
location3418243336 -> 2568201335
location3418243336 -> 3418243336
humid3589841995 -> 3589841995
location3589841995 -> 3999010502
location3589841995 -> 3589841995
light2639605698 -> 2639605698
temp2639605698 -> 1662927508
humid1662927508 -> 16253787
location16253787 -> 22548956
location16253787 -> 16253787
humid1662927508 -> 1662927508
location1662927508 -> 3961710710
location1662927508 -> 1662927508
temp2639605698 -> 2639605698
humid2639605698 -> 2213195346
location2213195346 -> 1669622112
location2213195346 -> 2213195346
humid2639605698 -> 2639605698
location2639605698 -> 2007023442
location2639605698 -> 2639605698
wat2256049612 -> 2256049612
light2256049612 -> 715631751
temp715631751 -> 385380059
humid385380059 -> 164399166
location164399166 -> 583270188
humid385380059 -> 385380059
location385380059 -> 342114306
location385380059 -> 385380059
temp715631751 -> 715631751
humid715631751 -> 1995230738
location1995230738 -> 1451657504
location1995230738 -> 1995230738
humid715631751 -> 715631751
location715631751 -> 151650395
location715631751 -> 715631751
light2256049612 -> 2256049612
temp2256049612 -> 1252575241
humid1252575241 -> 1363728999
location1363728999 -> 2620749069
location1363728999 -> 1363728999
humid1252575241 -> 1252575241
location1252575241 -> 2279789594
location1252575241 -> 1252575241
temp2256049612 -> 2256049612
humid2256049612 -> 3079482142
location3079482142 -> 3252024227
location3079482142 -> 3079482142
humid2256049612 -> 2256049612
location2256049612 -> 1712476378
location2256049612 -> 2256049612
fert312116873 -> 312116873
wat312116873 -> 594881125
light594881125 -> 2922312771
temp2922312771 -> 1945634581
humid1945634581 -> 741392432
location741392432 -> 177411076
location741392432 -> 741392432
humid1945634581 -> 1945634581
location1945634581 -> 1402061347
location1945634581 -> 1945634581
temp2922312771 -> 2922312771
humid2922312771 -> 2443020546
location2443020546 -> 3630265747
location2443020546 -> 2443020546
humid2922312771 -> 2922312771
location2922312771 -> 4291430400
location2922312771 -> 2922312771
light594881125 -> 594881125
temp594881125 -> 264629433
humid264629433 -> 1871516921
location1871516921 -> 1327943687
location1871516921 -> 1871516921
humid264629433 -> 264629433
location264629433 -> 683500455
temp594881125 -> 594881125
humid594881125 -> 373516154
location373516154 -> 330250401
location373516154 -> 373516154
humid594881125 -> 594881125
location594881125 -> 713339895
location594881125 -> 594881125
wat312116873 -> 312116873
light312116873 -> 3160324556
temp3160324556 -> 2346127328
humid2346127328 -> 3169559858
location3169559858 -> 3342101943
location3169559858 -> 3169559858
humid2346127328 -> 2346127328
location2346127328 -> 1802554094
location2346127328 -> 2346127328
temp3160324556 -> 3160324556
humid3160324556 -> 4121990572
location4121990572 -> 2945981025
location4121990572 -> 4121990572
humid3160324556 -> 3160324556
location3160324556 -> 3332866641
location3160324556 -> 3160324556
light312116873 -> 312116873
temp312116873 -> 1561906466
humid1561906466 -> 1673060224
location1673060224 -> 3971843426
location1673060224 -> 1673060224
humid1561906466 -> 1561906466
location1561906466 -> 2818926536
location1561906466 -> 1561906466
temp312116873 -> 312116873
humid312116873 -> 1039869515
location1039869515 -> 1044973224
location1039869515 -> 1039869515
humid312116873 -> 312116873
location312116873 -> 268851120
location312116873 -> 312116873
NEW SEED: 
3107544690 SEED IS
soil3107544690 -> 4141168331
fert4141168331 -> 3444716743
wat3444716743 -> 3448088040
light3448088040 -> 1761596901
temp1761596901 -> 3072365767
humid3072365767 -> 2954801574
location2954801574 -> 3423100463
location2954801574 -> 2954801574
humid3072365767 -> 3072365767
location3072365767 -> 3244907852
location3072365767 -> 3072365767
temp1761596901 -> 1761596901
humid1761596901 -> 114923180
location114923180 -> 533794202
humid1761596901 -> 1761596901
location1761596901 -> 1218023667
location1761596901 -> 1761596901
light3448088040 -> 3448088040
temp3448088040 -> 3448088040
humid3448088040 -> 3841722014
location3841722014 -> 3830836472
location3841722014 -> 3841722014
humid3448088040 -> 3448088040
location3448088040 -> 3741548325
location3448088040 -> 3448088040
wat3444716743 -> 3444716743
light3444716743 -> 1758225604
temp1758225604 -> 3068994470
humid3068994470 -> 2951430277
location2951430277 -> 3419729166
location2951430277 -> 2951430277
humid3068994470 -> 3068994470
location3068994470 -> 3241536555
location3068994470 -> 3068994470
temp1758225604 -> 1758225604
humid1758225604 -> 111551883
location111551883 -> 530422905
humid1758225604 -> 1758225604
location1758225604 -> 1214652370
location1758225604 -> 1758225604
light3444716743 -> 3444716743
temp3444716743 -> 3444716743
humid3444716743 -> 3838350717
location3838350717 -> 3827465175
location3838350717 -> 3838350717
humid3444716743 -> 3444716743
location3444716743 -> 3738177028
location3444716743 -> 3444716743
fert4141168331 -> 4141168331
wat4141168331 -> 1985126619
light1985126619 -> 694633613
temp694633613 -> 364381921
humid364381921 -> 1092134563
location1092134563 -> 1097238272
location1092134563 -> 1092134563
humid364381921 -> 364381921
location364381921 -> 321116168
location364381921 -> 364381921
temp694633613 -> 694633613
humid694633613 -> 1974232600
location1974232600 -> 1430659366
location1974232600 -> 1974232600
humid694633613 -> 694633613
location694633613 -> 130652257
location694633613 -> 694633613
light1985126619 -> 1985126619
temp1985126619 -> 4233399
humid4233399 -> 820729946
location820729946 -> 825833655
location820729946 -> 820729946
temp1985126619 -> 1985126619
humid1985126619 -> 780884470
location780884470 -> 216903114
location780884470 -> 780884470
humid1985126619 -> 1985126619
location1985126619 -> 1441553385
location1985126619 -> 1985126619
wat4141168331 -> 4141168331
light4141168331 -> 4288325338
temp4288325338 -> 4208435843
humid4208435843 -> 3644550426
location3644550426 -> 4053718933
location3644550426 -> 3644550426
humid4208435843 -> 4208435843
location4208435843 -> 3032426296
location4208435843 -> 4208435843
temp4288325338 -> 4288325338
humid4288325338 -> 3724439921
location3724439921 -> 4133608428
location3724439921 -> 3724439921
humid4288325338 -> 4288325338
location4288325338 -> 3112315791
location4288325338 -> 4288325338
light4141168331 -> 4141168331
temp4141168331 -> 4141168331
humid4141168331 -> 3577282914
location3577282914 -> 3221243536
location3577282914 -> 3577282914
humid4141168331 -> 4141168331
location4141168331 -> 2965158784
location4141168331 -> 4141168331
soil3107544690 -> 2723530446
fert2723530446 -> 2914726477
wat2914726477 -> 4004714970
light4004714970 -> 4004714970
temp4004714970 -> 4017580537
humid4017580537 -> 2310763232
location2310763232 -> 1767189998
location2310763232 -> 2310763232
humid4017580537 -> 4017580537
location4017580537 -> 3594514257
location4017580537 -> 4017580537
temp4004714970 -> 4004714970
humid4004714970 -> 2297897665
location2297897665 -> 1754324431
location2297897665 -> 2297897665
humid4004714970 -> 4004714970
location4004714970 -> 3581648690
location4004714970 -> 4004714970
wat2914726477 -> 2914726477
light2914726477 -> 839329723
temp839329723 -> 913648248
humid913648248 -> 568853736
location568853736 -> 525587983
location568853736 -> 568853736
humid913648248 -> 913648248
location913648248 -> 918751957
location913648248 -> 913648248
temp839329723 -> 839329723
humid839329723 -> 494535211
location494535211 -> 451269458
location494535211 -> 494535211
humid839329723 -> 839329723
location839329723 -> 844433432
location839329723 -> 839329723
light2914726477 -> 2914726477
temp2914726477 -> 1938048287
humid1938048287 -> 733806138
location733806138 -> 169824782
location733806138 -> 733806138
humid1938048287 -> 1938048287
location1938048287 -> 1394475053
location1938048287 -> 1938048287
temp2914726477 -> 2914726477
humid2914726477 -> 2435434252
location2435434252 -> 3622679453
location2435434252 -> 2435434252
humid2914726477 -> 2914726477
location2914726477 -> 4283844106
location2914726477 -> 2914726477
fert2723530446 -> 2723530446
wat2723530446 -> 3813518939
light3813518939 -> 2127027800
temp2127027800 -> 774948783
humid774948783 -> 430154271
location430154271 -> 386888518
location430154271 -> 430154271
humid774948783 -> 774948783
location774948783 -> 210967427
location774948783 -> 774948783
temp2127027800 -> 2127027800
humid2127027800 -> 2127027800
location2127027800 -> 1583454566
location2127027800 -> 2127027800
light3813518939 -> 3813518939
temp3813518939 -> 3826384506
humid3826384506 -> 2895393037
location2895393037 -> 4264510666
location2895393037 -> 2895393037
humid3826384506 -> 3826384506
location3826384506 -> 3815498964
location3826384506 -> 3826384506
temp3813518939 -> 3813518939
humid3813518939 -> 2882527470
location2882527470 -> 2249945214
location2882527470 -> 2882527470
humid3813518939 -> 3813518939
location3813518939 -> 3802633397
location3813518939 -> 3813518939
wat2723530446 -> 2723530446
light2723530446 -> 1169166502
temp1169166502 -> 500249013
humid500249013 -> 278884042
location278884042 -> 235618289
location278884042 -> 278884042
humid500249013 -> 500249013
location500249013 -> 456983260
location500249013 -> 500249013
temp1169166502 -> 1169166502
humid1169166502 -> 1280320260
location1280320260 -> 3130694490
location1280320260 -> 1280320260
humid1169166502 -> 1169166502
location1169166502 -> 2425670382
location1169166502 -> 1169166502
light2723530446 -> 2723530446
temp2723530446 -> 1746852256
humid1746852256 -> 100178535
location100178535 -> 106473704
location100178535 -> 100178535
humid1746852256 -> 1746852256
location1746852256 -> 1203279022
location1746852256 -> 1746852256
temp2723530446 -> 2723530446
humid2723530446 -> 3238957352
location3238957352 -> 2311477072
location3238957352 -> 3238957352
humid2723530446 -> 2723530446
location2723530446 -> 2090948190
location2723530446 -> 2723530446
soil3107544690 -> 4081123069
fert4081123069 -> 3790032866
wat3790032866 -> 2435958846
light2435958846 -> 1686736183
temp1686736183 -> 2997505049
humid2997505049 -> 2518212824
location2518212824 -> 3705458025
location2518212824 -> 2518212824
humid2997505049 -> 2997505049
location2997505049 -> 4170162291
location2997505049 -> 2997505049
temp1686736183 -> 1686736183
humid1686736183 -> 40062462
location40062462 -> 46357631
location40062462 -> 40062462
humid1686736183 -> 1686736183
location1686736183 -> 3985519385
location1686736183 -> 1686736183
light2435958846 -> 2435958846
temp2435958846 -> 2069782648
humid2069782648 -> 2069782648
location2069782648 -> 1526209414
location2069782648 -> 2069782648
temp2435958846 -> 2435958846
humid2435958846 -> 2684495492
location2684495492 -> 2051913236
location2684495492 -> 2684495492
humid2435958846 -> 2435958846
location2435958846 -> 3623204047
location2435958846 -> 2435958846
wat3790032866 -> 3790032866
light3790032866 -> 2103541727
temp2103541727 -> 751462710
humid751462710 -> 1108154067
location1108154067 -> 1113257776
location1108154067 -> 1108154067
humid751462710 -> 751462710
location751462710 -> 187481354
location751462710 -> 751462710
temp2103541727 -> 2103541727
humid2103541727 -> 2103541727
location2103541727 -> 1559968493
location2103541727 -> 2103541727
light3790032866 -> 3790032866
temp3790032866 -> 3802898433
humid3802898433 -> 2871906964
location2871906964 -> 2239324708
location2871906964 -> 2871906964
humid3802898433 -> 3802898433
location3802898433 -> 3792012891
location3802898433 -> 3802898433
temp3790032866 -> 3790032866
humid3790032866 -> 2859041397
location2859041397 -> 2226459141
location2859041397 -> 2859041397
humid3790032866 -> 3790032866
location3790032866 -> 3779147324
location3790032866 -> 3790032866
fert4081123069 -> 4081123069
wat4081123069 -> 1925081357
light1925081357 -> 3276409967
temp3276409967 -> 2462212739
humid2462212739 -> 2710749385
location2710749385 -> 2078167129
location2710749385 -> 2710749385
humid2462212739 -> 2462212739
location2462212739 -> 3649457940
location2462212739 -> 2462212739
temp3276409967 -> 3276409967
humid3276409967 -> 4238075983
location4238075983 -> 3062066436
location4238075983 -> 4238075983
humid3276409967 -> 3276409967
location3276409967 -> 2348929687
location3276409967 -> 3276409967
light1925081357 -> 1925081357
temp1925081357 -> 1164741984
humid1164741984 -> 1275895742
location1275895742 -> 3126269972
location1275895742 -> 1275895742
humid1164741984 -> 1164741984
location1164741984 -> 2421245864
location1164741984 -> 1164741984
temp1925081357 -> 1925081357
humid1925081357 -> 720839208
location720839208 -> 156857852
location720839208 -> 720839208
humid1925081357 -> 1925081357
location1925081357 -> 1381508123
location1925081357 -> 1925081357
wat4081123069 -> 4081123069
light4081123069 -> 4081123069
temp4081123069 -> 4081123069
humid4081123069 -> 3517237652
location3517237652 -> 1895728234
location3517237652 -> 3517237652
humid4081123069 -> 4081123069
location4081123069 -> 2905113522
location4081123069 -> 4081123069
soil3107544690 -> 2161776630
fert2161776630 -> 2491616471
wat2491616471 -> 4274815963
light4274815963 -> 4240800700
temp4240800700 -> 4257919182
humid4257919182 -> 3694033765
location3694033765 -> 4103202272
location3694033765 -> 3694033765
humid4257919182 -> 4257919182
location4257919182 -> 3081909635
location4257919182 -> 4257919182
temp4240800700 -> 4240800700
humid4240800700 -> 3676915283
location3676915283 -> 4086083790
location3676915283 -> 3676915283
humid4240800700 -> 4240800700
location4240800700 -> 3064791153
location4240800700 -> 4240800700
light4274815963 -> 4274815963
temp4274815963 -> 4291934445
humid4291934445 -> 3728049028
location3728049028 -> 4137217535
location3728049028 -> 3728049028
humid4291934445 -> 4291934445
location4291934445 -> 3115924898
location4291934445 -> 4291934445
temp4274815963 -> 4274815963
humid4274815963 -> 3710930546
location3710930546 -> 4120099053
location3710930546 -> 3710930546
humid4274815963 -> 4274815963
location4274815963 -> 3098806416
location4274815963 -> 4274815963
wat2491616471 -> 2491616471
light2491616471 -> 3053953851
temp3053953851 -> 2239756623
humid2239756623 -> 3063189153
location3063189153 -> 3235731238
location3063189153 -> 3063189153
humid2239756623 -> 2239756623
location2239756623 -> 1696183389
location2239756623 -> 2239756623
temp3053953851 -> 3053953851
humid3053953851 -> 2574661626
location2574661626 -> 1942079370
location2574661626 -> 2574661626
humid3053953851 -> 3053953851
location3053953851 -> 3226495936
location3053953851 -> 3053953851
light2491616471 -> 2491616471
temp2491616471 -> 2125440273
humid2125440273 -> 2125440273
location2125440273 -> 1581867039
location2125440273 -> 2125440273
temp2491616471 -> 2491616471
humid2491616471 -> 2740153117
location2740153117 -> 2107570861
location2740153117 -> 2740153117
humid2491616471 -> 2491616471
location2491616471 -> 3678861672
location2491616471 -> 2491616471
fert2161776630 -> 2161776630
wat2161776630 -> 2410500082
light2410500082 -> 1661277419
temp1661277419 -> 2972046285
humid2972046285 -> 2492754060
location2492754060 -> 3679999261
location2492754060 -> 2492754060
humid2972046285 -> 2972046285
location2972046285 -> 3440345174
location2972046285 -> 2972046285
temp1661277419 -> 1661277419
humid1661277419 -> 14603698
location14603698 -> 20898867
location14603698 -> 14603698
humid1661277419 -> 1661277419
location1661277419 -> 3960060621
location1661277419 -> 1661277419
light2410500082 -> 2410500082
temp2410500082 -> 2044323884
humid2044323884 -> 2044323884
location2044323884 -> 1500750650
location2044323884 -> 2044323884
temp2410500082 -> 2410500082
humid2410500082 -> 2659036728
location2659036728 -> 2026454472
location2659036728 -> 2659036728
humid2410500082 -> 2410500082
location2410500082 -> 3872932348
location2410500082 -> 2410500082
wat2161776630 -> 2161776630
light2161776630 -> 3450434079
temp3450434079 -> 3450434079
humid3450434079 -> 3844068053
location3844068053 -> 3833182511
location3844068053 -> 3844068053
humid3450434079 -> 3450434079
location3450434079 -> 1828924661
location3450434079 -> 3450434079
light2161776630 -> 2161776630
temp2161776630 -> 809697613
humid809697613 -> 464903101
location464903101 -> 421637348
location464903101 -> 464903101
humid809697613 -> 809697613
location809697613 -> 814801322
location809697613 -> 809697613
temp2161776630 -> 2161776630
humid2161776630 -> 2985209160
location2985209160 -> 3607417580
location2985209160 -> 2985209160
humid2161776630 -> 2161776630
location2161776630 -> 1618203396
location2161776630 -> 2161776630
soil3107544690 -> 1957127287
fert1957127287 -> 197612718
wat197612718 -> 480376970
light480376970 -> 3010547655
temp3010547655 -> 2196350427
humid2196350427 -> 3019782957
location3019782957 -> 4192440199
location3019782957 -> 3019782957
humid2196350427 -> 2196350427
location2196350427 -> 1652777193
location2196350427 -> 2196350427
temp3010547655 -> 3010547655
humid3010547655 -> 2531255430
location2531255430 -> 3718500631
location2531255430 -> 2531255430
humid3010547655 -> 3010547655
location3010547655 -> 4183204897
location3010547655 -> 3010547655
light480376970 -> 480376970
temp480376970 -> 150125278
humid150125278 -> 966621825
location966621825 -> 971725534
location966621825 -> 966621825
humid150125278 -> 150125278
location150125278 -> 568996300
temp480376970 -> 480376970
humid480376970 -> 259011999
location259011999 -> 677883021
humid480376970 -> 480376970
location480376970 -> 437111217
location480376970 -> 480376970
wat197612718 -> 197612718
light197612718 -> 2972473348
temp2972473348 -> 2158276120
humid2158276120 -> 2981708650
location2981708650 -> 3450007539
location2981708650 -> 2981708650
humid2158276120 -> 2158276120
location2158276120 -> 1614702886
location2158276120 -> 2158276120
temp2972473348 -> 2972473348
humid2972473348 -> 2493181123
location2493181123 -> 3680426324
location2493181123 -> 2493181123
humid2972473348 -> 2972473348
location2972473348 -> 3440772237
location2972473348 -> 2972473348
light197612718 -> 197612718
temp197612718 -> 1447402311
humid1447402311 -> 1558556069
location1558556069 -> 2815576139
location1558556069 -> 1558556069
humid1447402311 -> 1447402311
location1447402311 -> 2704422381
location1447402311 -> 1447402311
temp197612718 -> 197612718
humid197612718 -> 1014109265
location1014109265 -> 1019212974
location1014109265 -> 1014109265
humid197612718 -> 197612718
location197612718 -> 616483740
fert1957127287 -> 1957127287
wat1957127287 -> 2205850739
light2205850739 -> 3494508188
temp3494508188 -> 3494508188
humid3494508188 -> 3888142162
location3888142162 -> 3465075882
location3888142162 -> 3888142162
humid3494508188 -> 3494508188
location3494508188 -> 1872998770
location3494508188 -> 3494508188
light2205850739 -> 2205850739
temp2205850739 -> 853771722
humid853771722 -> 508977210
location508977210 -> 465711457
location508977210 -> 508977210
humid853771722 -> 853771722
location853771722 -> 858875431
location853771722 -> 853771722
temp2205850739 -> 2205850739
humid2205850739 -> 3029283269
location3029283269 -> 4201940511
location3029283269 -> 3029283269
humid2205850739 -> 2205850739
location2205850739 -> 1662277505
location2205850739 -> 2205850739
wat1957127287 -> 1957127287
light1957127287 -> 699921186
temp699921186 -> 369669494
humid369669494 -> 1097422136
location1097422136 -> 1102525845
location1097422136 -> 1097422136
humid369669494 -> 369669494
location369669494 -> 326403741
location369669494 -> 369669494
temp699921186 -> 699921186
humid699921186 -> 1979520173
location1979520173 -> 1435946939
location1979520173 -> 1979520173
humid699921186 -> 699921186
location699921186 -> 135939830
location699921186 -> 699921186
soil3107544690 -> 3820865877
fert3820865877 -> 4178919510
wat4178919510 -> 2022877798
light2022877798 -> 3311535247
temp3311535247 -> 2497338019
humid2497338019 -> 2745874665
location2745874665 -> 2113292409
location2745874665 -> 2745874665
humid2497338019 -> 2497338019
location2497338019 -> 3684583220
location2497338019 -> 2497338019
temp3311535247 -> 3311535247
humid3311535247 -> 4273201263
location4273201263 -> 3097191716
location4273201263 -> 4273201263
humid3311535247 -> 3311535247
location3311535247 -> 2384054967
location3311535247 -> 3311535247
light2022877798 -> 2022877798
temp2022877798 -> 670798781
humid670798781 -> 1950397768
location1950397768 -> 1406824534
location1950397768 -> 1950397768
humid670798781 -> 670798781
location670798781 -> 789257551
location670798781 -> 670798781
temp2022877798 -> 2022877798
humid2022877798 -> 2022877798
location2022877798 -> 1479304564
location2022877798 -> 2022877798
wat4178919510 -> 4178919510
light4178919510 -> 4144904247
temp4144904247 -> 4144904247
humid4144904247 -> 3581018830
location3581018830 -> 3990187337
location3581018830 -> 3581018830
humid4144904247 -> 4144904247
location4144904247 -> 2968894700
location4144904247 -> 4144904247
light4178919510 -> 4178919510
temp4178919510 -> 4178919510
humid4178919510 -> 3615034093
location3615034093 -> 4024202600
location3615034093 -> 3615034093
